"סוג: ממוצע, זמן מיצוע: 24 שעות, תקופה: 01/01/2000 00:01 - 08/02/2025 24:00",,,,,,,,,,
,,,,,,,,,,
תאריך ושעה,"ירושלים, רחוב בר אילן","תל אביב-יפו, רחוב יהודה המכבי","בני ברק, רחוב ז'בוטינסקי","בני ברק, כביש 4","ראשון לציון, רחוב הרצל","רעננה, רחוב אחוזה","חיפה, עצמאות חיפה","חיפה, הרצל - בלפור","חיפה, חורב","תל אביב-יפו, רחוב לוינסקי"
24:00 20/09/2000,NoData,NoData,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 21/09/2000,NoData,NoData,1.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 22/09/2000,NoData,NoData,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 23/09/2000,NoData,NoData,1.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 24/09/2000,NoData,<Samp,1.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 25/09/2000,NoData,0.6,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 26/09/2000,NoData,0.4,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 27/09/2000,NoData,0.4,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 28/09/2000,NoData,0.3,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 29/09/2000,NoData,0.3,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 30/09/2000,NoData,0.4,1.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 01/10/2000,NoData,0.2,1.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 02/10/2000,NoData,0.4,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 03/10/2000,NoData,0.9,1.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 04/10/2000,NoData,0.4,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 05/10/2000,NoData,1,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 06/10/2000,NoData,1,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 07/10/2000,NoData,0.8,1.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 08/10/2000,NoData,0.7,1.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 09/10/2000,NoData,0.4,0.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 10/10/2000,NoData,1.1,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 11/10/2000,NoData,1.2,1.9,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 12/10/2000,NoData,1.1,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 13/10/2000,NoData,0.8,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 14/10/2000,NoData,0.9,1.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 15/10/2000,NoData,1.1,1.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 16/10/2000,NoData,1.5,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 17/10/2000,NoData,1.6,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 18/10/2000,NoData,1.5,1.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 19/10/2000,NoData,1.4,1.9,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 20/10/2000,NoData,0.9,1.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 21/10/2000,NoData,0.9,1.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 22/10/2000,NoData,0.9,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 23/10/2000,NoData,0.9,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 24/10/2000,NoData,1.1,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 25/10/2000,NoData,NoData,1.9,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 26/10/2000,NoData,1.5,2.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 27/10/2000,NoData,0.4,2.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 28/10/2000,NoData,0.3,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 29/10/2000,NoData,0.3,2.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 30/10/2000,NoData,0.4,2.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 31/10/2000,NoData,<Samp,2.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 01/11/2000,NoData,1.3,2.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 02/11/2000,NoData,1,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 03/11/2000,NoData,0.8,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 04/11/2000,NoData,0.8,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 05/11/2000,NoData,1.4,2.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 06/11/2000,NoData,1.4,2.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 07/11/2000,NoData,2.2,<Samp,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 08/11/2000,NoData,1.8,2,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 09/11/2000,NoData,1.2,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 10/11/2000,NoData,1.3,2.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 11/11/2000,NoData,1.3,3,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 12/11/2000,NoData,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 13/11/2000,NoData,2.5,<Samp,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 14/11/2000,NoData,1.2,2.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 15/11/2000,NoData,1.9,<Samp,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 16/11/2000,NoData,1.1,2.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 17/11/2000,NoData,0.4,1.9,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 18/11/2000,NoData,0.5,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 19/11/2000,NoData,0.8,<Samp,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 20/11/2000,NoData,0.8,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 21/11/2000,NoData,1.4,2.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 22/11/2000,NoData,1.8,3.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 23/11/2000,NoData,1.3,3,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 24/11/2000,NoData,0.9,2,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 25/11/2000,NoData,0.8,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 26/11/2000,NoData,1.9,3.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 27/11/2000,NoData,2,4.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 28/11/2000,NoData,1.5,3.9,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 29/11/2000,NoData,0.6,2.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 30/11/2000,NoData,0.3,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 01/12/2000,NoData,1,2.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 02/12/2000,NoData,1.2,<Samp,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 03/12/2000,NoData,1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 04/12/2000,NoData,<Samp,<Samp,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 05/12/2000,NoData,1.3,3.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 06/12/2000,NoData,2.3,4.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 07/12/2000,NoData,1.8,3.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 08/12/2000,NoData,1.6,3.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 09/12/2000,NoData,0.7,2.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 10/12/2000,NoData,1.8,3.9,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 11/12/2000,NoData,0.8,2.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 12/12/2000,NoData,0.6,2.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 13/12/2000,NoData,0.9,2.9,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 14/12/2000,NoData,1,3.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 15/12/2000,NoData,0.9,2.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 16/12/2000,NoData,1.7,2.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 17/12/2000,NoData,2.2,4.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 18/12/2000,NoData,2.4,4.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 19/12/2000,NoData,1.2,3,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 20/12/2000,NoData,0.8,2.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 21/12/2000,NoData,1,<Samp,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 22/12/2000,NoData,1.2,2.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 23/12/2000,NoData,1,2.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 24/12/2000,NoData,0.7,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 25/12/2000,1,0.9,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 26/12/2000,1.5,1.5,3.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 27/12/2000,2,2.6,4,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 28/12/2000,0.9,4,<Samp,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 29/12/2000,0.7,3.9,6.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 30/12/2000,0.5,1,2.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 31/12/2000,<Samp,1.8,<Samp,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 01/01/2001,1.5,<Samp,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 02/01/2001,1.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 03/01/2001,1.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 04/01/2001,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 05/01/2001,1.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 06/01/2001,0.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 07/01/2001,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 08/01/2001,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 09/01/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 10/01/2001,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 11/01/2001,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 12/01/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 13/01/2001,1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 14/01/2001,3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 15/01/2001,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 16/01/2001,2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 17/01/2001,1.9,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 18/01/2001,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 19/01/2001,1.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 20/01/2001,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 21/01/2001,2.9,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 22/01/2001,2.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 23/01/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 24/01/2001,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 25/01/2001,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 26/01/2001,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 27/01/2001,1.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 28/01/2001,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 29/01/2001,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 30/01/2001,1.9,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 31/01/2001,2.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 01/02/2001,2.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 02/02/2001,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 03/02/2001,1.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 04/02/2001,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 05/02/2001,1.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 06/02/2001,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 07/02/2001,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 08/02/2001,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 09/02/2001,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 10/02/2001,1.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 11/02/2001,1.9,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 12/02/2001,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 13/02/2001,2.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 14/02/2001,1.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 15/02/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 16/02/2001,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 17/02/2001,1.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 18/02/2001,2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 19/02/2001,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 20/02/2001,1.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 21/02/2001,1.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 22/02/2001,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 23/02/2001,1.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 24/02/2001,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 25/02/2001,2.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 26/02/2001,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 27/02/2001,2.9,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 28/02/2001,2.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 01/03/2001,2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 02/03/2001,1.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 03/03/2001,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 04/03/2001,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 05/03/2001,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 06/03/2001,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 07/03/2001,2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 08/03/2001,2.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 09/03/2001,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 10/03/2001,1.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 11/03/2001,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 12/03/2001,2.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 13/03/2001,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 14/03/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 15/03/2001,1.9,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 16/03/2001,1.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 17/03/2001,1.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 18/03/2001,2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 19/03/2001,2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 20/03/2001,2.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 21/03/2001,2.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 22/03/2001,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 23/03/2001,1.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 24/03/2001,1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 25/03/2001,1.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 26/03/2001,2.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 27/03/2001,2.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 28/03/2001,2.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 29/03/2001,3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 30/03/2001,2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 31/03/2001,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 01/04/2001,2.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 02/04/2001,2.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 03/04/2001,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 04/04/2001,2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 05/04/2001,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 06/04/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 07/04/2001,1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 08/04/2001,1.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 09/04/2001,2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 10/04/2001,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 11/04/2001,1.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 12/04/2001,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 13/04/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 14/04/2001,1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 15/04/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 16/04/2001,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 17/04/2001,2.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 18/04/2001,1.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 19/04/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 20/04/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 21/04/2001,1.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 22/04/2001,2.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 23/04/2001,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 24/04/2001,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 25/04/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 26/04/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 27/04/2001,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 28/04/2001,1.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 29/04/2001,2.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 30/04/2001,2.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 01/05/2001,1.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 02/05/2001,1.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 03/05/2001,1.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 04/05/2001,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 05/05/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 06/05/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 07/05/2001,1.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 08/05/2001,1.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 09/05/2001,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 10/05/2001,2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 11/05/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 12/05/2001,1.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 13/05/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 14/05/2001,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 15/05/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 16/05/2001,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 17/05/2001,1.8,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 18/05/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 19/05/2001,1.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 20/05/2001,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 21/05/2001,2.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 22/05/2001,<Samp,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 23/05/2001,2.2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 24/05/2001,2.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 25/05/2001,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 26/05/2001,1.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 27/05/2001,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 28/05/2001,1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 29/05/2001,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 30/05/2001,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 31/05/2001,2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 01/06/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 02/06/2001,1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 03/06/2001,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 04/06/2001,1.5,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 05/06/2001,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 06/06/2001,1.3,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 07/06/2001,1.6,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 08/06/2001,1.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 09/06/2001,1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 10/06/2001,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 11/06/2001,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 12/06/2001,2,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 13/06/2001,2.4,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 14/06/2001,2.1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 15/06/2001,1.7,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
24:00 16/06/2001,1,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
